29.270325,29.625819,29.049484,-30.558560,-29.714084,-30.323669,0.100000,-3.974681
29.213905,30.509265,29.930784,-29.968891,-29.292052,-29.496136,0.100000,-3.974654
28.752084,31.116347,29.400573,-30.946448,-29.592287,-28.566953,0.100000,-3.974657
28.835436,30.835792,29.326028,-30.156768,-28.727763,-28.284566,0.100000,-3.974173
28.825297,31.142461,29.989566,-29.210939,-29.374022,-27.477846,0.100000,-3.974145
27.879326,30.544262,30.323583,-29.839612,-29.777041,-27.795085,0.100000,-3.974178
27.879326,30.544262,30.323583,-29.839612,-29.777041,-27.795085,0.100000,-3.974178
27.879326,30.544262,30.323583,-29.839612,-29.777041,-27.795085,0.100000,-3.974178
27.879326,30.544262,30.323583,-29.839612,-29.777041,-27.795085,0.100000,-3.974178
27.626094,30.249008,29.712615,-29.064145,-30.758222,-26.911640,0.100000,-3.973784
28.514491,30.835124,29.275842,-28.117329,-30.427489,-27.196230,0.100000,-3.973792
28.514491,30.835124,29.275842,-28.117329,-30.427489,-27.196230,0.100000,-3.973792
28.514491,30.835124,29.275842,-28.117329,-30.427489,-27.196230,0.100000,-3.973792
28.118510,30.488188,29.222820,-29.077339,-29.934383,-27.675929,0.100000,-3.973813
27.262810,29.760736,29.649916,-28.378506,-29.111833,-28.649719,0.100000,-3.973419
28.179026,28.801097,29.048075,-28.400327,-28.127855,-27.882135,0.100000,-3.972845
28.179026,28.801097,29.048075,-28.400327,-28.127855,-27.882135,0.100000,-3.972845
28.112283,27.868104,29.929305,-28.242054,-28.944126,-27.232221,0.100000,-3.972825
28.112283,27.868104,29.929305,-28.242054,-28.944126,-27.232221,0.100000,-3.972825
28.287373,28.317874,28.976382,-27.282849,-29.682355,-27.703806,0.100000,-3.972809
28.149147,28.273008,28.569593,-27.285266,-29.435590,-27.539366,0.100000,-3.972565
28.088684,27.432116,29.220540,-27.219375,-30.196085,-26.566401,0.100000,-3.972447
27.906047,26.875773,28.853465,-27.292846,-30.552298,-27.229256,0.100000,-3.972443
27.906047,26.875773,28.853465,-27.292846,-30.552298,-27.229256,0.100000,-3.972443
27.998123,26.052802,27.877829,-28.078835,-30.619228,-26.895377,0.100000,-3.972148
27.318678,25.794217,28.213734,-27.374055,-30.942545,-26.070633,0.100000,-3.971702
27.318678,25.794217,28.213734,-27.374055,-30.942545,-26.070633,0.100000,-3.971702
